"","wbgene","gene_name","gene_id","concise_description","automated_description","gene_class_description","go_term","go_name","go_description","inside_CI","eqtl","vars","pc_vars","go_annotation"
"212","WBGene00006081","str-13","C24B9.8","none available ","Is enriched in NSM based on tiling array studies. Is affected  by hpl-2 and sir-2.1 based on tiling array and microarray studies. Is predicted  to encode a protein with the following domain: 7TM GPCR, serpentine receptor class  r (Str). ","Seven TM Receptor ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"213","WBGene00006099","str-33","C24B9.1","none available ","Is expressed in ALML; ALMR; PLML; PLMR; and head neurons.  Is predicted to encode a protein with the following domain: 7TM GPCR, serpentine  receptor class r (Str). ","Seven TM Receptor ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"214","WBGene00006099","str-33","C24B9.1","none available ","Is expressed in ALML; ALMR; PLML; PLMR; and head neurons.  Is predicted to encode a protein with the following domain: 7TM GPCR, serpentine  receptor class r (Str). ","Seven TM Receptor ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"215","WBGene00006104","str-39","F37B4.12","none available ","Is enriched in NSM based on tiling array studies. Is affected  by several genes including isp-1; prg-1; and cyc-1 based on microarray; tiling array;  and RNA-seq studies. Is affected by adsorbable organic bromine compound based on  microarray studies. Is predicted to encode a protein with the following domain:  7TM GPCR, serpentine receptor class r (Str). ","Seven TM Receptor ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"216","WBGene00006104","str-39","F37B4.12","none available ","Is enriched in NSM based on tiling array studies. Is affected  by several genes including isp-1; prg-1; and cyc-1 based on microarray; tiling array;  and RNA-seq studies. Is affected by adsorbable organic bromine compound based on  microarray studies. Is predicted to encode a protein with the following domain:  7TM GPCR, serpentine receptor class r (Str). ","Seven TM Receptor ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"217","WBGene00006105","str-40","C50H11.12","none available ","Is enriched in AVE based on tiling array studies. Is affected  by resveratrol based on microarray studies. Is predicted to encode a protein with  the following domain: 7TM GPCR, serpentine receptor class r (Str). ","Seven TM Receptor ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"218","WBGene00006105","str-40","C50H11.12","none available ","Is enriched in AVE based on tiling array studies. Is affected  by resveratrol based on microarray studies. Is predicted to encode a protein with  the following domain: 7TM GPCR, serpentine receptor class r (Str). ","Seven TM Receptor ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"219","WBGene00006111","str-46","C31B8.6a","none available ","Is affected by hpl-2 based on RNA-seq studies. Is affected  by Atrazine based on microarray studies. Is predicted to encode a protein with the  following domain: 7TM GPCR, serpentine receptor class r (Str). ","Seven TM Receptor ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"220","WBGene00006111","str-46","C31B8.6a","none available ","Is affected by hpl-2 based on RNA-seq studies. Is affected  by Atrazine based on microarray studies. Is predicted to encode a protein with the  following domain: 7TM GPCR, serpentine receptor class r (Str). ","Seven TM Receptor ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"221","WBGene00006271","str-244","C50H11.9","none available ","Is predicted to have G protein-coupled olfactory receptor  activity. ","Seven TM Receptor ","GO:0005887","integral component of plasma membrane","The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"222","WBGene00006271","str-244","C50H11.9","none available ","Is predicted to have G protein-coupled olfactory receptor  activity. ","Seven TM Receptor ","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).",TRUE,FALSE,TRUE,TRUE,NA
"223","WBGene00006271","str-244","C50H11.9","none available ","Is predicted to have G protein-coupled olfactory receptor  activity. ","Seven TM Receptor ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"224","WBGene00006271","str-244","C50H11.9","none available ","Is predicted to have G protein-coupled olfactory receptor  activity. ","Seven TM Receptor ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"225","WBGene00006271","str-244","C50H11.9","none available ","Is predicted to have G protein-coupled olfactory receptor  activity. ","Seven TM Receptor ","GO:0038022","G protein-coupled olfactory receptor activity","Combining with an odorant and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.",TRUE,FALSE,TRUE,TRUE,NA
"226","WBGene00006271","str-244","C50H11.9","none available ","Is predicted to have G protein-coupled olfactory receptor  activity. ","Seven TM Receptor ","GO:0042048","olfactory behavior","The behavior of an organism in response to an odor.",TRUE,FALSE,TRUE,TRUE,NA
"227","WBGene00006271","str-244","C50H11.9","none available ","Is predicted to have G protein-coupled olfactory receptor  activity. ","Seven TM Receptor ","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","The series of events involved in the perception of smell in which an olfactory chemical stimulus is received and converted into a molecular signal.",TRUE,FALSE,TRUE,TRUE,NA
"228","WBGene00007362","cyp-35C1","C06B3.3","cyp-35C1 encodes one of over 80 C. elegans cytochrome P450s,  NADPH-dependent monooxygenases that metabolize endogenous and exogenous compounds;  RT-PCR experiments indicate that cyp-35C1 mRNA is upregulated in response to treatment  with xenobiotics, such as PCBs (polychlorinated biphenyls) or PAHs (polycyclic aromatic  hydrocarbons); loss of cyp-35A/C gene family activity in the presence of xenobiotics  can diminish the reproductive decline seen in wild-type worms treated with the same  compounds. ","Is an ortholog of human CYP21A2 (cytochrome P450 family 21  subfamily A member 2). Is predicted to have heme binding activity; oxidoreductase  activity, acting on paired donors, with incorporation or reduction of molecular  oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom  of oxygen; and steroid hydroxylase activity. Is involved in response to xenobiotic  stimulus. Human ortholog(s) of this gene are implicated in congenital adrenal hyperplasia. ","CYtochrome P450 family ","GO:0004497","monooxygenase activity","Catalysis of the incorporation of one atom from molecular oxygen into a compound and the reduction of the other atom of oxygen to water.",FALSE,TRUE,FALSE,FALSE,NA
"229","WBGene00007362","cyp-35C1","C06B3.3","cyp-35C1 encodes one of over 80 C. elegans cytochrome P450s,  NADPH-dependent monooxygenases that metabolize endogenous and exogenous compounds;  RT-PCR experiments indicate that cyp-35C1 mRNA is upregulated in response to treatment  with xenobiotics, such as PCBs (polychlorinated biphenyls) or PAHs (polycyclic aromatic  hydrocarbons); loss of cyp-35A/C gene family activity in the presence of xenobiotics  can diminish the reproductive decline seen in wild-type worms treated with the same  compounds. ","Is an ortholog of human CYP21A2 (cytochrome P450 family 21  subfamily A member 2). Is predicted to have heme binding activity; oxidoreductase  activity, acting on paired donors, with incorporation or reduction of molecular  oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom  of oxygen; and steroid hydroxylase activity. Is involved in response to xenobiotic  stimulus. Human ortholog(s) of this gene are implicated in congenital adrenal hyperplasia. ","CYtochrome P450 family ","GO:0005506","iron ion binding","Interacting selectively and non-covalently with iron (Fe) ions.",FALSE,TRUE,FALSE,FALSE,NA
